id;id_doi;discipline;count
6041;746;Psychology;5
6042;747;Business, Management and Accounting;6
6043;747;Social Sciences;1
6044;747;Unspecified;1
6045;747;Psychology;1
6046;748;Business, Management and Accounting;7
6047;748;Psychology;1
6048;748;Unspecified;1
6049;748;Arts and Humanities;1
6050;748;Agricultural and Biological Sciences;1
6051;748;Social Sciences;2
6052;749;Business, Management and Accounting;191
6053;749;Psychology;85
6054;749;Computer Science;2
6055;749;Unspecified;21
6056;749;Engineering;2
6057;749;Medicine and Dentistry;1
6058;749;Biochemistry, Genetics and Molecular Biology;1
6059;749;Arts and Humanities;7
6060;749;Mathematics;1
6061;749;Agricultural and Biological Sciences;2
6062;749;Nursing and Health Professions;2
6063;749;Earth and Planetary Sciences;1
6064;749;Social Sciences;27
6065;749;Economics, Econometrics and Finance;9
6066;750;Business, Management and Accounting;135
6067;750;Economics, Econometrics and Finance;13
6068;750;Unspecified;19
6069;750;Pharmacology, Toxicology and Pharmaceutical Science;1
6070;750;Engineering;2
6072;750;Arts and Humanities;2
6073;750;Agricultural and Biological Sciences;2
6074;750;Social Sciences;19
6075;750;Psychology;17
6076;751;Business, Management and Accounting;184
6077;751;Physics and Astronomy;1
6078;751;Psychology;13
6079;751;Energy;1
6080;751;Unspecified;18
6081;751;Engineering;1
6082;751;Medicine and Dentistry;1
6083;751;Computer Science;3
6084;751;Arts and Humanities;1
6085;751;Social Sciences;12
6086;751;Economics, Econometrics and Finance;16
6087;752;Business, Management and Accounting;216
6088;752;Linguistics;1
6089;752;Physics and Astronomy;1
6090;752;Psychology;15
6091;752;Sports and Recreations;2
6092;752;Environmental Science;3
6093;752;Computer Science;6
6094;752;Unspecified;24
6095;752;Engineering;12
6096;752;Medicine and Dentistry;1
6097;752;Philosophy;1
6098;752;Arts and Humanities;2
6099;752;Neuroscience;1
6100;752;Agricultural and Biological Sciences;1
6101;752;Earth and Planetary Sciences;1
6102;752;Social Sciences;23
6103;752;Economics, Econometrics and Finance;10
6104;753;Business, Management and Accounting;254
6105;753;Linguistics;1
6106;753;Physics and Astronomy;1
6107;753;Psychology;11
6108;753;Decision Sciences;1
6109;753;Computer Science;9
6110;753;Unspecified;26
6111;753;Engineering;7
6112;753;Medicine and Dentistry;1
6113;753;Arts and Humanities;2
6114;753;Agricultural and Biological Sciences;1
6115;753;Social Sciences;25
6116;753;Economics, Econometrics and Finance;20
6117;754;Business, Management and Accounting;1
6118;755;Business, Management and Accounting;2
6119;755;Psychology;4
6120;756;Business, Management and Accounting;115
6121;756;Psychology;59
6122;756;Environmental Science;1
6123;756;Philosophy;2
6124;756;Computer Science;2
6125;756;Unspecified;17
6126;756;Engineering;1
6127;756;Medicine and Dentistry;2
6128;756;Biochemistry, Genetics and Molecular Biology;1
6129;756;Arts and Humanities;1
6130;756;Nursing and Health Professions;2
6131;756;Social Sciences;18
6132;756;Economics, Econometrics and Finance;3
6133;757;Business, Management and Accounting;223
6134;757;Economics, Econometrics and Finance;25
6135;757;Unspecified;22
6136;757;Engineering;1
6137;757;Medicine and Dentistry;1
6138;757;Computer Science;2
6139;757;Arts and Humanities;2
6140;757;Earth and Planetary Sciences;1
6141;757;Social Sciences;20
6142;757;Psychology;8
6143;758;Business, Management and Accounting;112
6144;758;Economics, Econometrics and Finance;4
6145;758;Philosophy;1
6146;758;Unspecified;33
6147;758;Engineering;3
6148;758;Computer Science;2
6149;758;Arts and Humanities;1
6150;758;Neuroscience;1
6151;758;Agricultural and Biological Sciences;3
6152;758;Social Sciences;14
6153;758;Psychology;9
6154;759;Business, Management and Accounting;78
6155;759;Economics, Econometrics and Finance;3
6156;759;Unspecified;29
6157;759;Engineering;1
6158;759;Computer Science;1
6159;759;Arts and Humanities;1
6160;759;Agricultural and Biological Sciences;1
6161;759;Social Sciences;13
6162;759;Psychology;16
6163;760;Business, Management and Accounting;10
6164;760;Social Sciences;2
6165;760;Unspecified;2
6166;760;Psychology;8
6167;761;Business, Management and Accounting;3
6168;761;Psychology;1
6169;761;Unspecified;1
6170;762;Business, Management and Accounting;358
6171;762;Materials Science;1
6172;762;Physics and Astronomy;1
6173;762;Energy;1
6174;762;Psychology;58
6175;762;Immunology and Microbiology;1
6176;762;Decision Sciences;2
6177;762;Philosophy;1
6178;762;Computer Science;8
6179;762;Unspecified;33
6180;762;Pharmacology, Toxicology and Pharmaceutical Science;1
6181;762;Engineering;5
6182;762;Medicine and Dentistry;5
6183;762;Arts and Humanities;4
6184;762;Neuroscience;1
6185;762;Agricultural and Biological Sciences;1
6186;762;Nursing and Health Professions;2
6187;762;Earth and Planetary Sciences;2
6188;762;Social Sciences;59
6189;762;Economics, Econometrics and Finance;18
6190;763;Business, Management and Accounting;17
6191;763;Economics, Econometrics and Finance;2
6192;763;Unspecified;5
6193;763;Agricultural and Biological Sciences;1
6194;763;Social Sciences;1
6195;763;Psychology;1
6196;764;Psychology;3
6197;764;Unspecified;1
6198;765;Business, Management and Accounting;70
6199;765;Linguistics;1
6200;765;Economics, Econometrics and Finance;1
6201;765;Unspecified;9
6202;765;Computer Science;3
6203;765;Arts and Humanities;1
6204;765;Social Sciences;6
6205;765;Psychology;7
6206;766;Business, Management and Accounting;130
6207;766;Economics, Econometrics and Finance;7
6208;766;Philosophy;1
6209;766;Unspecified;15
6210;766;Medicine and Dentistry;3
6211;766;Design;2
6212;766;Arts and Humanities;6
6213;766;Social Sciences;28
6214;766;Psychology;13
6215;767;Business, Management and Accounting;118
6216;767;Physics and Astronomy;2
6217;767;Psychology;47
6218;767;Environmental Science;2
6219;767;Philosophy;1
6220;767;Computer Science;2
6221;767;Unspecified;21
6222;767;Medicine and Dentistry;2
6223;767;Design;1
6224;767;Arts and Humanities;2
6225;767;Nursing and Health Professions;3
6226;767;Social Sciences;21
6227;767;Economics, Econometrics and Finance;2
6228;768;Business, Management and Accounting;99
6229;768;Economics, Econometrics and Finance;7
6230;768;Nursing and Health Professions;3
6231;768;Engineering;1
6232;768;Biochemistry, Genetics and Molecular Biology;1
6233;768;Unspecified;23
6234;768;Arts and Humanities;2
6235;768;Neuroscience;1
6236;768;Social Sciences;14
6237;768;Psychology;45
6238;769;Business, Management and Accounting;24
6239;769;Unspecified;1
6240;769;Social Sciences;5
6241;769;Computer Science;2
6242;769;Economics, Econometrics and Finance;1
6243;770;Business, Management and Accounting;15
6244;770;Economics, Econometrics and Finance;1
6245;770;Unspecified;3
6246;770;Computer Science;1
6247;770;Social Sciences;4
6248;770;Psychology;1
6249;771;Business, Management and Accounting;58
6250;771;Psychology;2
6251;771;Unspecified;3
6252;771;Engineering;1
6253;771;Computer Science;2
6254;771;Agricultural and Biological Sciences;1
6255;771;Social Sciences;5
6256;771;Arts and Humanities;1
6257;772;Social Sciences;2
6258;772;Unspecified;3
6259;773;Business, Management and Accounting;121
6260;773;Linguistics;1
6261;773;Psychology;54
6262;773;Philosophy;1
6263;773;Unspecified;23
6264;773;Medicine and Dentistry;1
6265;773;Design;1
6266;773;Arts and Humanities;1
6267;773;Neuroscience;1
6269;773;Agricultural and Biological Sciences;4
6270;773;Social Sciences;16
6271;773;Economics, Econometrics and Finance;7
6272;774;Business, Management and Accounting;6
6273;774;Unspecified;4
6274;775;Business, Management and Accounting;12
6275;775;Economics, Econometrics and Finance;1
6276;775;Unspecified;2
6277;775;Medicine and Dentistry;1
6278;775;Computer Science;1
6279;775;Social Sciences;4
6280;776;Business, Management and Accounting;16
6281;776;Social Sciences;3
6282;776;Unspecified;5
6283;776;Economics, Econometrics and Finance;1
6284;777;Business, Management and Accounting;116
6285;777;Economics, Econometrics and Finance;5
6286;777;Unspecified;16
6287;777;Medicine and Dentistry;1
6288;777;Design;1
6289;777;Computer Science;3
6290;777;Arts and Humanities;1
6291;777;Social Sciences;19
6292;777;Psychology;29
6293;778;Business, Management and Accounting;9
6294;778;Psychology;1
6295;778;Unspecified;3
6296;779;Business, Management and Accounting;115
6297;779;Psychology;6
6298;779;Sports and Recreations;1
6299;779;Unspecified;17
6300;779;Engineering;3
6301;779;Medicine and Dentistry;1
6302;779;Computer Science;1
6303;779;Arts and Humanities;3
6304;779;Social Sciences;14
6305;779;Economics, Econometrics and Finance;3
6306;780;Business, Management and Accounting;30
6307;780;Economics, Econometrics and Finance;2
6308;780;Environmental Science;1
6309;780;Nursing and Health Professions;1
6310;780;Unspecified;8
6312;780;Social Sciences;9
6313;780;Psychology;2
6314;781;Business, Management and Accounting;4
6315;781;Unspecified;3
6316;782;Business, Management and Accounting;25
6317;782;Physics and Astronomy;1
6318;782;Psychology;10
6319;782;Unspecified;10
6321;782;Agricultural and Biological Sciences;1
6322;782;Social Sciences;4
6323;783;Business, Management and Accounting;4
6324;783;Computer Science;1
6326;784;Business, Management and Accounting;171
6327;784;Linguistics;1
6328;784;Psychology;39
6329;784;Sports and Recreations;1
6330;784;Philosophy;1
6331;784;Computer Science;1
6332;784;Unspecified;12
6333;784;Engineering;5
6334;784;Design;2
6335;784;Arts and Humanities;6
6336;784;Biochemistry, Genetics and Molecular Biology;1
6337;784;Agricultural and Biological Sciences;2
6338;784;Nursing and Health Professions;1
6339;784;Social Sciences;40
6340;784;Economics, Econometrics and Finance;9
6341;785;Business, Management and Accounting;20
6342;785;Unspecified;8
6343;785;Social Sciences;4
6344;785;Economics, Econometrics and Finance;1
6345;785;Psychology;1
6346;786;Business, Management and Accounting;2
6347;786;Social Sciences;1
6348;786;Unspecified;3
6349;787;Business, Management and Accounting;16
6350;787;Economics, Econometrics and Finance;2
6351;787;Environmental Science;1
6352;787;Unspecified;5
6353;787;Social Sciences;1
6355;788;Business, Management and Accounting;20
6356;788;Economics, Econometrics and Finance;2
6357;788;Environmental Science;1
6358;788;Unspecified;9
6359;788;Engineering;1
6360;788;Social Sciences;2
6361;789;Business, Management and Accounting;3
6362;789;Psychology;4
6363;789;Unspecified;3
6364;790;Business, Management and Accounting;4
6365;790;Social Sciences;2
6366;790;Unspecified;3
6367;790;Psychology;4
6368;791;Business, Management and Accounting;3
6369;791;Engineering;1
6370;791;Medicine and Dentistry;1
6371;791;Social Sciences;2
6372;791;Unspecified;2
6373;792;Social Sciences;1
6375;793;Economics, Econometrics and Finance;2
6376;793;Unspecified;8
6377;793;Engineering;3
6378;793;Biochemistry, Genetics and Molecular Biology;1
6379;793;Arts and Humanities;2
6380;793;Earth and Planetary Sciences;1
6381;793;Social Sciences;5
6382;793;Psychology;3
6383;794;Business, Management and Accounting;2
6384;795;Business, Management and Accounting;458
6385;795;Physics and Astronomy;1
6386;795;Psychology;19
6387;795;Sports and Recreations;2
6388;795;Decision Sciences;2
6389;795;Environmental Science;8
6390;795;Computer Science;7
6391;795;Unspecified;47
6392;795;Engineering;7
6393;795;Medicine and Dentistry;2
6394;795;Arts and Humanities;5
6395;795;Energy;1
6396;795;Agricultural and Biological Sciences;3
6397;795;Nursing and Health Professions;1
6398;795;Earth and Planetary Sciences;1
6399;795;Social Sciences;112
6400;795;Economics, Econometrics and Finance;35
6401;796;Business, Management and Accounting;163
6402;796;Economics, Econometrics and Finance;7
6403;796;Environmental Science;6
6404;796;Philosophy;1
6405;796;Unspecified;22
6406;796;Engineering;1
6407;796;Computer Science;8
6408;796;Agricultural and Biological Sciences;1
6409;796;Social Sciences;36
6410;796;Psychology;4
6411;797;Business, Management and Accounting;7
6412;797;Computer Science;1
6413;798;Business, Management and Accounting;48
6414;798;Linguistics;1
6415;798;Economics, Econometrics and Finance;2
6416;798;Decision Sciences;1
6417;798;Nursing and Health Professions;1
6418;798;Unspecified;7
6419;798;Design;1
6420;798;Computer Science;3
6421;798;Arts and Humanities;1
6422;798;Social Sciences;11
6423;798;Psychology;13
6424;799;Business, Management and Accounting;90
6425;799;Psychology;6
6426;799;Sports and Recreations;1
6427;799;Unspecified;18
6428;799;Engineering;2
6429;799;Medicine and Dentistry;1
6430;799;Design;3
6431;799;Computer Science;1
6432;799;Agricultural and Biological Sciences;2
6433;799;Social Sciences;5
6434;799;Economics, Econometrics and Finance;6
6435;800;Business, Management and Accounting;2
6436;801;Business, Management and Accounting;63
6437;801;Psychology;5
6438;801;Sports and Recreations;1
6439;801;Unspecified;7
6440;801;Engineering;1
6441;801;Computer Science;2
6442;801;Agricultural and Biological Sciences;1
6443;801;Social Sciences;6
6444;801;Economics, Econometrics and Finance;4
6445;802;Business, Management and Accounting;5
6446;802;Earth and Planetary Sciences;1
6447;802;Unspecified;2
6448;803;Business, Management and Accounting;2
6449;803;Social Sciences;1
6450;803;Unspecified;2
6451;803;Psychology;1
6452;804;Business, Management and Accounting;54
6453;804;Economics, Econometrics and Finance;2
6454;804;Unspecified;13
6455;804;Engineering;1
6456;804;Medicine and Dentistry;1
6457;804;Biochemistry, Genetics and Molecular Biology;2
6458;804;Arts and Humanities;2
6459;804;Social Sciences;13
6460;804;Psychology;22
6461;805;Business, Management and Accounting;27
6462;805;Linguistics;1
6463;805;Economics, Econometrics and Finance;3
6464;805;Unspecified;8
6465;805;Biochemistry, Genetics and Molecular Biology;1
6466;805;Computer Science;1
6467;805;Arts and Humanities;1
6468;805;Earth and Planetary Sciences;1
6469;805;Social Sciences;4
6470;805;Psychology;10
6471;806;Unspecified;1
6472;807;Business, Management and Accounting;8
6473;807;Social Sciences;1
6474;807;Unspecified;2
6475;808;Business, Management and Accounting;7
6476;808;Design;1
6477;808;Social Sciences;1
6478;808;Computer Science;1
6479;809;Business, Management and Accounting;6
6480;809;Social Sciences;3
6481;809;Unspecified;1
6482;809;Psychology;2
6483;810;Business, Management and Accounting;77
6484;810;Economics, Econometrics and Finance;7
6485;810;Unspecified;16
6486;810;Nursing and Health Professions;1
6487;810;Engineering;4
6488;810;Design;1
6489;810;Computer Science;4
6490;810;Arts and Humanities;1
6491;810;Social Sciences;16
6492;810;Psychology;2
6493;811;Business, Management and Accounting;327
6494;811;Physics and Astronomy;1
6495;811;Psychology;90
6496;811;Philosophy;3
6497;811;Computer Science;4
6498;811;Unspecified;26
6499;811;Engineering;8
6500;811;Medicine and Dentistry;3
6501;811;Design;2
6502;811;Arts and Humanities;1
6503;811;Biochemistry, Genetics and Molecular Biology;1
6504;811;Agricultural and Biological Sciences;1
6505;811;Nursing and Health Professions;4
6506;811;Social Sciences;26
6507;811;Economics, Econometrics and Finance;9
6508;812;Business, Management and Accounting;23
6509;812;Economics, Econometrics and Finance;3
6510;812;Unspecified;6
6511;812;Biochemistry, Genetics and Molecular Biology;1
6512;812;Agricultural and Biological Sciences;1
6513;812;Social Sciences;4
6514;812;Psychology;13
6515;813;Business, Management and Accounting;114
6516;813;Economics, Econometrics and Finance;7
6517;813;Environmental Science;1
6518;813;Decision Sciences;1
6519;813;Unspecified;20
6520;813;Medicine and Dentistry;2
6521;813;Computer Science;4
6522;813;Arts and Humanities;5
6523;813;Social Sciences;21
6524;813;Psychology;8
6525;814;Business, Management and Accounting;206
6526;814;Psychology;93
6527;814;Environmental Science;1
6528;814;Sports and Recreations;3
6529;814;Computer Science;4
6530;814;Unspecified;25
6531;814;Engineering;3
6532;814;Medicine and Dentistry;4
6533;814;Design;2
6534;814;Arts and Humanities;11
6535;814;Agricultural and Biological Sciences;3
6536;814;Nursing and Health Professions;2
6537;814;Social Sciences;44
6538;814;Economics, Econometrics and Finance;9
6539;815;Business, Management and Accounting;2
6540;815;Psychology;1
6541;815;Unspecified;2
6542;816;Business, Management and Accounting;112
6543;816;Linguistics;1
6544;816;Physics and Astronomy;1
6545;816;Psychology;4
6546;816;Energy;1
6547;816;Unspecified;13
6548;816;Social Sciences;8
6549;816;Engineering;3
6550;816;Design;1
6551;816;Computer Science;2
6552;816;Decision Sciences;1
6553;816;Economics, Econometrics and Finance;5
6554;817;Business, Management and Accounting;66
6555;817;Psychology;2
6556;817;Sports and Recreations;1
6557;817;Environmental Science;1
6558;817;Unspecified;8
6559;817;Computer Science;3
6560;817;Social Sciences;11
6561;817;Economics, Econometrics and Finance;3
6562;818;Business, Management and Accounting;16
6563;818;Social Sciences;3
6564;818;Unspecified;1
6565;818;Psychology;1
6566;819;Business, Management and Accounting;12
6567;819;Unspecified;3
6568;819;Social Sciences;4
6569;819;Economics, Econometrics and Finance;1
6570;819;Psychology;1
6571;820;Business, Management and Accounting;13
6572;820;Economics, Econometrics and Finance;2
6573;820;Energy;1
6574;820;Unspecified;4
6575;820;Social Sciences;2
6576;820;Psychology;1
6577;821;Business, Management and Accounting;16
6578;821;Economics, Econometrics and Finance;2
6579;821;Unspecified;6
6580;821;Computer Science;1
6581;821;Social Sciences;3
6582;821;Psychology;1
6583;822;Business, Management and Accounting;2
6585;823;Materials Science;1
6586;823;Psychology;21
6587;823;Linguistics;1
6588;823;Computer Science;9
6589;823;Unspecified;26
6590;823;Engineering;7
6591;823;Medicine and Dentistry;1
6592;823;Design;3
6593;823;Arts and Humanities;3
6594;823;Biochemistry, Genetics and Molecular Biology;1
6595;823;Agricultural and Biological Sciences;1
6596;823;Social Sciences;30
6597;823;Economics, Econometrics and Finance;12
6598;824;Business, Management and Accounting;112
6599;824;Psychology;9
6600;824;Sports and Recreations;1
6601;824;Unspecified;22
6602;824;Engineering;5
6603;824;Design;2
6604;824;Computer Science;4
6605;824;Arts and Humanities;1
6606;824;Social Sciences;17
6607;824;Economics, Econometrics and Finance;12
6608;825;Business, Management and Accounting;4
6609;825;Psychology;1
6610;825;Unspecified;3
6611;826;Business, Management and Accounting;114
6613;826;Sports and Recreations;1
6614;826;Unspecified;21
6615;826;Medicine and Dentistry;1
6616;826;Computer Science;2
6617;826;Arts and Humanities;3
6618;826;Earth and Planetary Sciences;1
6619;826;Social Sciences;27
6620;826;Economics, Econometrics and Finance;9
6621;827;Business, Management and Accounting;36
6622;827;Economics, Econometrics and Finance;2
6623;827;Unspecified;10
6624;827;Biochemistry, Genetics and Molecular Biology;1
6625;827;Computer Science;2
6626;827;Social Sciences;7
6627;827;Psychology;13
6628;828;Business, Management and Accounting;52
6629;828;Economics, Econometrics and Finance;2
6630;828;Unspecified;16
6631;828;Engineering;2
6632;828;Biochemistry, Genetics and Molecular Biology;1
6633;828;Arts and Humanities;1
6634;828;Social Sciences;12
6635;828;Psychology;4
6636;829;Business, Management and Accounting;33
6637;829;Economics, Econometrics and Finance;2
6638;829;Energy;1
6639;829;Unspecified;3
6640;829;Computer Science;1
6641;829;Earth and Planetary Sciences;1
6642;829;Social Sciences;4
6643;829;Psychology;3
6644;830;Computer Science;1
6645;831;Business, Management and Accounting;86
6646;831;Linguistics;1
6647;831;Psychology;8
6648;831;Sports and Recreations;1
6649;831;Unspecified;8
6650;831;Design;1
6651;831;Arts and Humanities;3
6652;831;Social Sciences;18
6653;831;Economics, Econometrics and Finance;2
6654;832;Business, Management and Accounting;72
6657;832;Unspecified;9
6658;832;Engineering;3
6659;832;Design;1
6660;832;Computer Science;1
6661;832;Arts and Humanities;1
6662;832;Agricultural and Biological Sciences;1
6663;832;Earth and Planetary Sciences;1
6665;832;Economics, Econometrics and Finance;5
6666;833;Business, Management and Accounting;274
6667;833;Philosophy;1
6668;833;Psychology;17
6669;833;Environmental Science;2
6671;833;Sports and Recreations;2
6672;833;Computer Science;12
6673;833;Unspecified;26
6674;833;Engineering;7
6675;833;Design;2
6676;833;Arts and Humanities;2
6677;833;Agricultural and Biological Sciences;2
6678;833;Social Sciences;34
6679;833;Economics, Econometrics and Finance;12
6680;834;Business, Management and Accounting;74
6681;834;Economics, Econometrics and Finance;4
6682;834;Decision Sciences;1
6683;834;Nursing and Health Professions;1
6684;834;Unspecified;13
6685;834;Computer Science;2
6686;834;Social Sciences;13
6687;834;Psychology;11
6688;835;Business, Management and Accounting;27
6689;835;Economics, Econometrics and Finance;1
6690;835;Unspecified;3
6691;835;Design;2
6692;835;Computer Science;1
6693;835;Arts and Humanities;4
6694;835;Social Sciences;8
6695;835;Psychology;2
6696;836;Business, Management and Accounting;47
6697;836;Economics, Econometrics and Finance;2
6698;836;Unspecified;9
6699;836;Nursing and Health Professions;1
6700;836;Engineering;2
6701;836;Biochemistry, Genetics and Molecular Biology;1
6702;836;Computer Science;1
6703;836;Arts and Humanities;2
6704;836;Social Sciences;7
6705;836;Psychology;8
6706;837;Unspecified;1
6707;838;Business, Management and Accounting;153
6709;838;Psychology;23
6710;838;Decision Sciences;1
6711;838;Philosophy;2
6712;838;Computer Science;2
6713;838;Unspecified;16
6714;838;Engineering;1
6715;838;Design;2
6716;838;Arts and Humanities;7
6717;838;Biochemistry, Genetics and Molecular Biology;1
6718;838;Social Sciences;63
6720;839;Business, Management and Accounting;344
6721;839;Materials Science;1
6722;839;Psychology;18
6723;839;Environmental Science;1
6725;839;Philosophy;1
6726;839;Computer Science;10
6727;839;Unspecified;31
6728;839;Engineering;2
6729;839;Design;1
6730;839;Arts and Humanities;6
6731;839;Biochemistry, Genetics and Molecular Biology;1
6732;839;Earth and Planetary Sciences;1
6733;839;Social Sciences;37
6734;839;Economics, Econometrics and Finance;30
6735;840;Business, Management and Accounting;16
6736;840;Social Sciences;1
6737;840;Unspecified;1
6739;841;Business, Management and Accounting;80
6740;841;Linguistics;1
6741;841;Economics, Econometrics and Finance;6
6742;841;Unspecified;11
6743;841;Philosophy;1
6744;841;Nursing and Health Professions;1
6745;841;Engineering;1
6746;841;Medicine and Dentistry;3
6747;841;Computer Science;4
6748;841;Arts and Humanities;2
6749;841;Social Sciences;24
6750;841;Psychology;13
6751;842;Business, Management and Accounting;48
6752;842;Economics, Econometrics and Finance;1
6753;842;Unspecified;7
6754;842;Agricultural and Biological Sciences;2
6755;842;Social Sciences;10
6756;842;Psychology;4
6757;843;Business, Management and Accounting;139
6758;843;Linguistics;3
6759;843;Psychology;10
6760;843;Philosophy;1
6761;843;Computer Science;3
6762;843;Unspecified;11
6763;843;Engineering;3
6764;843;Medicine and Dentistry;1
6765;843;Design;1
6766;843;Arts and Humanities;7
6767;843;Agricultural and Biological Sciences;2
6768;843;Nursing and Health Professions;1
6769;843;Social Sciences;50
6770;843;Economics, Econometrics and Finance;2
6771;844;Business, Management and Accounting;293
6772;844;Linguistics;1
6773;844;Psychology;12
6774;844;Environmental Science;1
6775;844;Decision Sciences;2
6776;844;Unspecified;27
6777;844;Engineering;2
6778;844;Medicine and Dentistry;2
6779;844;Design;3
6780;844;Computer Science;4
6782;844;Economics, Econometrics and Finance;18
6783;845;Business, Management and Accounting;21
6784;845;Psychology;2
6785;845;Decision Sciences;1
6786;845;Unspecified;1
6787;845;Computer Science;1
6788;845;Social Sciences;4
6789;846;Business, Management and Accounting;4
6790;846;Social Sciences;2
6791;847;Business, Management and Accounting;64
6792;847;Economics, Econometrics and Finance;9
6793;847;Environmental Science;1
6794;847;Unspecified;13
6795;847;Computer Science;1
6796;847;Arts and Humanities;1
6797;847;Earth and Planetary Sciences;1
6798;847;Social Sciences;15
6799;847;Psychology;2
6800;848;Business, Management and Accounting;108
6801;848;Economics, Econometrics and Finance;13
6802;848;Unspecified;15
6803;848;Engineering;2
6805;848;Agricultural and Biological Sciences;1
6806;848;Social Sciences;10
6807;848;Psychology;10
6808;849;Business, Management and Accounting;69
6809;849;Psychology;20
6810;849;Environmental Science;1
6811;849;Decision Sciences;4
6812;849;Unspecified;19
6813;849;Medicine and Dentistry;2
6814;849;Design;1
6815;849;Computer Science;1
6816;849;Biochemistry, Genetics and Molecular Biology;1
6817;849;Agricultural and Biological Sciences;1
6818;849;Social Sciences;11
6819;849;Arts and Humanities;2
6820;850;Business, Management and Accounting;6
6821;850;Unspecified;1
6822;851;Business, Management and Accounting;170
6823;851;Economics, Econometrics and Finance;8
6824;851;Environmental Science;1
6825;851;Unspecified;22
6826;851;Engineering;25
6827;851;Medicine and Dentistry;2
6828;851;Design;3
6829;851;Computer Science;9
6830;851;Arts and Humanities;1
6831;851;Mathematics;1
6832;851;Social Sciences;20
6833;851;Psychology;12
6834;852;Business, Management and Accounting;119
6836;852;Unspecified;13
6837;852;Nursing and Health Professions;1
6838;852;Engineering;3
6839;852;Computer Science;2
6840;852;Arts and Humanities;1
6841;852;Earth and Planetary Sciences;1
6842;852;Social Sciences;14
6843;852;Psychology;6
6844;853;Business, Management and Accounting;162
6845;853;Economics, Econometrics and Finance;5
6846;853;Decision Sciences;1
6847;853;Unspecified;15
6848;853;Engineering;3
6849;853;Computer Science;4
6850;853;Agricultural and Biological Sciences;1
6851;853;Earth and Planetary Sciences;1
6852;853;Social Sciences;25
6853;853;Psychology;19
6854;854;Business, Management and Accounting;3
6855;854;Psychology;2
6856;854;Unspecified;3
6857;855;Business, Management and Accounting;61
6858;855;Economics, Econometrics and Finance;3
6859;855;Unspecified;14
6860;855;Engineering;1
6861;855;Medicine and Dentistry;1
6862;855;Biochemistry, Genetics and Molecular Biology;1
6863;855;Arts and Humanities;1
6864;855;Social Sciences;9
6865;855;Psychology;14
6866;856;Business, Management and Accounting;44
6867;856;Economics, Econometrics and Finance;5
6868;856;Environmental Science;1
6869;856;Philosophy;1
6871;856;Engineering;1
6872;856;Arts and Humanities;1
6873;856;Agricultural and Biological Sciences;1
6874;856;Social Sciences;6
6875;856;Psychology;1
6876;857;Business, Management and Accounting;358
6877;857;Philosophy;1
6878;857;Energy;4
6879;857;Psychology;13
6880;857;Environmental Science;15
6881;857;Decision Sciences;2
6882;857;Sports and Recreations;1
6883;857;Computer Science;2
6885;857;Engineering;7
6886;857;Arts and Humanities;4
6887;857;Neuroscience;1
6888;857;Agricultural and Biological Sciences;1
6889;857;Nursing and Health Professions;1
6891;857;Social Sciences;62
6892;857;Economics, Econometrics and Finance;16
6893;858;Business, Management and Accounting;46
6894;858;Economics, Econometrics and Finance;3
6895;858;Unspecified;13
6896;858;Biochemistry, Genetics and Molecular Biology;1
6897;858;Computer Science;1
6898;858;Social Sciences;8
6899;858;Psychology;6
6900;859;Business, Management and Accounting;101
6901;859;Economics, Econometrics and Finance;6
6902;859;Unspecified;21
6903;859;Nursing and Health Professions;1
6904;859;Engineering;9
6905;859;Design;3
6906;859;Computer Science;21
6907;859;Arts and Humanities;2
6908;859;Neuroscience;1
6909;859;Social Sciences;20
6910;859;Psychology;16
6911;860;Business, Management and Accounting;109
6912;860;Physics and Astronomy;1
6913;860;Psychology;23
6914;860;Environmental Science;2
6915;860;Decision Sciences;1
6917;860;Unspecified;10
6918;860;Biochemistry, Genetics and Molecular Biology;1
6919;860;Engineering;4
6920;860;Medicine and Dentistry;2
6921;860;Design;2
6922;860;Arts and Humanities;2
6923;860;Neuroscience;1
6924;860;Agricultural and Biological Sciences;1
6925;860;Nursing and Health Professions;1
6926;860;Social Sciences;22
6928;861;Business, Management and Accounting;55
6929;861;Economics, Econometrics and Finance;3
6930;861;Unspecified;14
6931;861;Computer Science;2
6932;861;Social Sciences;12
6933;861;Psychology;3
6934;862;Business, Management and Accounting;48
6935;862;Economics, Econometrics and Finance;2
6936;862;Environmental Science;1
6937;862;Decision Sciences;1
6938;862;Philosophy;1
6939;862;Unspecified;15
6940;862;Engineering;2
6942;862;Computer Science;1
6943;862;Social Sciences;5
6944;862;Psychology;1
6945;863;Business, Management and Accounting;181
6946;863;Psychology;17
6947;863;Environmental Science;1
6948;863;Immunology and Microbiology;1
6949;863;Sports and Recreations;1
6950;863;Computer Science;16
6951;863;Unspecified;16
6952;863;Engineering;7
6953;863;Medicine and Dentistry;2
6954;863;Arts and Humanities;3
6956;863;Nursing and Health Professions;1
6957;863;Social Sciences;44
6958;863;Economics, Econometrics and Finance;3
6959;864;Business, Management and Accounting;33
6960;864;Economics, Econometrics and Finance;3
6961;864;Unspecified;10
6962;864;Philosophy;1
6963;864;Nursing and Health Professions;1
6964;864;Engineering;1
6965;864;Computer Science;1
6966;864;Social Sciences;2
6967;864;Psychology;2
6968;865;Business, Management and Accounting;4
6970;865;Unspecified;4
6971;866;Business, Management and Accounting;7
