id;id_doi;discipline;count
20369;3015;Economics, Econometrics and Finance;46
20371;3015;Unspecified;7
20372;3015;Social Sciences;2
20373;3015;Psychology;1
20374;3016;Business, Management and Accounting;3
20375;3016;Chemistry;1
20376;3016;Social Sciences;1
20377;3016;Unspecified;2
20378;3016;Economics, Econometrics and Finance;18
20379;3017;Social Sciences;5
20380;3017;Unspecified;1
20381;3017;Economics, Econometrics and Finance;16
20382;3018;Business, Management and Accounting;4
20383;3018;Economics, Econometrics and Finance;52
20384;3018;Philosophy;3
20385;3018;Nursing and Health Professions;1
20386;3018;Unspecified;13
20387;3018;Arts and Humanities;2
20388;3018;Neuroscience;1
20389;3018;Social Sciences;9
20390;3018;Psychology;2
20391;3019;Business, Management and Accounting;5
20392;3019;Economics, Econometrics and Finance;36
20393;3019;Unspecified;15
20394;3019;Arts and Humanities;1
20395;3019;Chemistry;1
20396;3019;Social Sciences;9
20397;3019;Psychology;6
20398;3020;Business, Management and Accounting;3
20399;3020;Social Sciences;3
20400;3020;Unspecified;3
20401;3020;Economics, Econometrics and Finance;23
20402;3021;Agricultural and Biological Sciences;1
20403;3021;Psychology;1
20404;3021;Social Sciences;14
20405;3021;Unspecified;3
20406;3021;Economics, Econometrics and Finance;10
20407;3022;Social Sciences;1
20408;3022;Economics, Econometrics and Finance;4
20409;3023;Business, Management and Accounting;3
20410;3023;Social Sciences;3
20411;3023;Unspecified;5
20412;3023;Economics, Econometrics and Finance;21
20413;3024;Business, Management and Accounting;4
20414;3024;Economics, Econometrics and Finance;57
20415;3024;Unspecified;3
20416;3024;Arts and Humanities;2
20417;3024;Chemistry;1
20418;3024;Social Sciences;4
20419;3025;Business, Management and Accounting;5
20420;3025;Engineering;1
20421;3025;Social Sciences;3
20422;3025;Unspecified;3
20423;3025;Economics, Econometrics and Finance;39
20424;3026;Business, Management and Accounting;7
20425;3026;Chemistry;1
20426;3026;Economics, Econometrics and Finance;7
20427;3026;Unspecified;1
20428;3027;Business, Management and Accounting;6
20429;3027;Economics, Econometrics and Finance;54
20430;3027;Unspecified;9
20431;3028;Business, Management and Accounting;3
20432;3028;Economics, Econometrics and Finance;53
20433;3028;Decision Sciences;1
20434;3028;Unspecified;10
20435;3028;Engineering;1
20436;3028;Computer Science;1
20437;3028;Mathematics;1
20438;3028;Social Sciences;2
20439;3028;Psychology;2
20440;3029;Business, Management and Accounting;3
20441;3029;Philosophy;1
20442;3029;Social Sciences;3
20443;3029;Unspecified;6
20444;3029;Economics, Econometrics and Finance;45
20445;3030;Business, Management and Accounting;3
20446;3030;Social Sciences;1
20447;3030;Unspecified;9
20448;3030;Economics, Econometrics and Finance;25
20449;3031;Decision Sciences;2
20450;3031;Unspecified;2
20451;3031;Social Sciences;2
20452;3031;Computer Science;1
20453;3031;Economics, Econometrics and Finance;13
20454;3032;Business, Management and Accounting;4
20455;3032;Agricultural and Biological Sciences;2
20456;3032;Economics, Econometrics and Finance;48
20457;3032;Unspecified;9
20458;3033;Business, Management and Accounting;3
20459;3033;Economics, Econometrics and Finance;60
20460;3033;Unspecified;6
20461;3034;Business, Management and Accounting;19
20462;3034;Physics and Astronomy;1
20463;3034;Psychology;3
20464;3034;Environmental Science;10
20465;3034;Decision Sciences;1
20466;3034;Philosophy;3
20467;3034;Unspecified;11
20468;3034;Engineering;6
20469;3034;Computer Science;3
20470;3034;Neuroscience;1
20471;3034;Agricultural and Biological Sciences;3
20472;3034;Chemistry;1
20473;3034;Earth and Planetary Sciences;2
20474;3034;Social Sciences;22
20475;3034;Economics, Econometrics and Finance;37
20476;3035;Business, Management and Accounting;4
20477;3035;Economics, Econometrics and Finance;27
20478;3035;Unspecified;2
20479;3035;Chemistry;1
20480;3035;Social Sciences;1
20481;3035;Psychology;1
20482;3036;Business, Management and Accounting;1
20483;3036;Social Sciences;2
20484;3036;Unspecified;1
20485;3036;Economics, Econometrics and Finance;7
20486;3037;Decision Sciences;1
20487;3037;Social Sciences;1
20488;3037;Unspecified;2
20489;3037;Economics, Econometrics and Finance;32
20490;3038;Business, Management and Accounting;6
20491;3038;Economics, Econometrics and Finance;99
20492;3038;Philosophy;1
20493;3038;Nursing and Health Professions;1
20494;3038;Unspecified;16
20495;3038;Mathematics;2
20496;3038;Neuroscience;1
20497;3038;Agricultural and Biological Sciences;2
20498;3038;Social Sciences;32
20499;3038;Psychology;7
20500;3039;Business, Management and Accounting;5
20501;3039;Economics, Econometrics and Finance;64
20502;3039;Environmental Science;1
20503;3039;Decision Sciences;1
20504;3039;Unspecified;13
20505;3039;Mathematics;1
20506;3039;Neuroscience;1
20507;3039;Agricultural and Biological Sciences;1
20508;3039;Social Sciences;2
20509;3039;Psychology;4
20510;3040;Business, Management and Accounting;2
20511;3040;Economics, Econometrics and Finance;20
20512;3040;Environmental Science;7
20513;3040;Energy;4
20514;3040;Unspecified;12
20515;3040;Engineering;2
20516;3040;Decision Sciences;1
20517;3040;Agricultural and Biological Sciences;1
20518;3040;Chemistry;1
20519;3040;Social Sciences;5
20520;3041;Business, Management and Accounting;5
20521;3041;Economics, Econometrics and Finance;30
20522;3041;Unspecified;11
20523;3041;Energy;6
20524;3041;Environmental Science;16
20525;3041;Nursing and Health Professions;1
20526;3041;Engineering;3
20527;3041;Computer Science;1
20528;3041;Chemistry;1
20529;3041;Earth and Planetary Sciences;2
20530;3041;Social Sciences;13
20531;3042;Business, Management and Accounting;9
20532;3042;Economics, Econometrics and Finance;55
20533;3042;Environmental Science;15
20534;3042;Energy;2
20535;3042;Unspecified;9
20536;3042;Pharmacology, Toxicology and Pharmaceutical Science;1
20537;3042;Engineering;5
20538;3042;Decision Sciences;1
20539;3042;Chemistry;1
20540;3042;Earth and Planetary Sciences;2
20541;3042;Social Sciences;7
20542;3043;Business, Management and Accounting;2
20543;3043;Physics and Astronomy;1
20544;3043;Economics, Econometrics and Finance;104
20545;3043;Unspecified;9
20546;3043;Medicine and Dentistry;1
20547;3043;Mathematics;1
20548;3043;Chemistry;1
20549;3043;Social Sciences;7
20550;3044;Business, Management and Accounting;2
20551;3044;Economics, Econometrics and Finance;31
20552;3044;Energy;1
20553;3044;Unspecified;4
20554;3044;Chemical Engineering;1
20555;3044;Chemistry;1
20556;3044;Social Sciences;8
20557;3045;Economics, Econometrics and Finance;5
20558;3046;Business, Management and Accounting;1
20559;3046;Materials Science;1
20560;3046;Economics, Econometrics and Finance;62
20561;3046;Unspecified;9
20562;3046;Medicine and Dentistry;1
20563;3046;Social Sciences;6
20564;3047;Business, Management and Accounting;3
20565;3047;Physics and Astronomy;1
20566;3047;Economics, Econometrics and Finance;49
20567;3047;Philosophy;1
20569;3047;Engineering;1
20570;3047;Computer Science;1
20571;3047;Social Sciences;22
20572;3048;Business, Management and Accounting;7
20573;3048;Economics, Econometrics and Finance;34
20574;3048;Decision Sciences;4
20575;3048;Unspecified;6
20576;3048;Neuroscience;2
20577;3048;Social Sciences;5
20578;3048;Psychology;3
20579;3049;Social Sciences;6
20580;3049;Unspecified;5
20581;3049;Economics, Econometrics and Finance;30
20582;3050;Economics, Econometrics and Finance;1
20583;3051;Business, Management and Accounting;3
20584;3051;Economics, Econometrics and Finance;16
20585;3051;Unspecified;2
20586;3051;Engineering;2
20587;3051;Computer Science;9
20588;3051;Chemistry;1
20589;3052;Business, Management and Accounting;13
20590;3052;Economics, Econometrics and Finance;32
20591;3052;Environmental Science;1
20592;3052;Unspecified;11
20593;3052;Design;1
20594;3052;Computer Science;1
20595;3052;Agricultural and Biological Sciences;4
20596;3052;Social Sciences;9
20597;3052;Psychology;4
20598;3053;Earth and Planetary Sciences;1
20599;3053;Economics, Econometrics and Finance;6
20600;3054;Business, Management and Accounting;3
20601;3054;Economics, Econometrics and Finance;20
20602;3054;Unspecified;3
20603;3054;Engineering;1
20604;3054;Chemistry;1
20605;3054;Social Sciences;7
20606;3055;Business, Management and Accounting;2
20607;3055;Physics and Astronomy;1
20608;3055;Social Sciences;3
20609;3055;Unspecified;2
20610;3055;Economics, Econometrics and Finance;9
20611;3056;Social Sciences;5
20612;3057;Business, Management and Accounting;1
20613;3057;Economics, Econometrics and Finance;23
20614;3057;Unspecified;3
20615;3057;Pharmacology, Toxicology and Pharmaceutical Science;1
20616;3057;Computer Science;1
20617;3057;Chemistry;1
20618;3058;Business, Management and Accounting;1
20619;3058;Physics and Astronomy;1
20620;3058;Economics, Econometrics and Finance;14
20621;3058;Sports and Recreations;1
20622;3058;Unspecified;10
20623;3058;Medicine and Dentistry;4
20624;3058;Arts and Humanities;2
20625;3058;Neuroscience;1
20626;3058;Social Sciences;2
20627;3059;Business, Management and Accounting;10
20628;3059;Economics, Econometrics and Finance;41
20629;3059;Unspecified;3
20630;3059;Engineering;1
20631;3059;Chemistry;1
20632;3059;Social Sciences;1
20633;3060;Business, Management and Accounting;1
20634;3060;Unspecified;10
20635;3060;Social Sciences;2
20636;3060;Economics, Econometrics and Finance;30
20637;3060;Psychology;1
20638;3061;Social Sciences;2
20639;3061;Unspecified;9
20640;3061;Economics, Econometrics and Finance;19
20641;3062;Economics, Econometrics and Finance;10
20642;3062;Unspecified;3
20643;3063;Chemistry;1
20644;3063;Economics, Econometrics and Finance;1
20645;3064;Environmental Science;1
20646;3064;Social Sciences;2
20647;3064;Unspecified;2
20648;3064;Economics, Econometrics and Finance;11
20649;3065;Business, Management and Accounting;4
20650;3065;Physics and Astronomy;1
20651;3065;Economics, Econometrics and Finance;52
20652;3065;Environmental Science;1
20653;3065;Decision Sciences;1
20654;3065;Unspecified;4
20655;3065;Engineering;1
20656;3065;Medicine and Dentistry;1
20657;3065;Arts and Humanities;1
20658;3065;Social Sciences;10
20659;3066;Engineering;1
20660;3066;Economics, Econometrics and Finance;20
20661;3066;Unspecified;2
20662;3066;Computer Science;1
20663;3067;Business, Management and Accounting;7
20664;3067;Chemistry;1
20665;3067;Social Sciences;3
20666;3067;Unspecified;8
20667;3067;Economics, Econometrics and Finance;22
20668;3068;Business, Management and Accounting;2
20669;3068;Economics, Econometrics and Finance;32
20670;3068;Environmental Science;6
20671;3068;Philosophy;2
20673;3068;Computer Science;2
20674;3068;Agricultural and Biological Sciences;1
20675;3068;Earth and Planetary Sciences;1
20676;3068;Social Sciences;12
20677;3069;Neuroscience;1
20678;3069;Economics, Econometrics and Finance;22
20679;3069;Unspecified;6
20680;3069;Mathematics;1
20681;3070;Economics, Econometrics and Finance;41
20682;3070;Nursing and Health Professions;1
20683;3070;Engineering;1
20684;3070;Unspecified;10
20685;3070;Agricultural and Biological Sciences;1
20686;3070;Social Sciences;11
20687;3070;Psychology;3
20688;3071;Business, Management and Accounting;39
20689;3071;Economics, Econometrics and Finance;37
20690;3071;Unspecified;9
20691;3071;Engineering;4
20692;3071;Social Sciences;5
20693;3071;Psychology;2
20694;3072;Business, Management and Accounting;5
20695;3072;Chemistry;1
20696;3072;Social Sciences;2
20697;3072;Unspecified;1
20698;3072;Economics, Econometrics and Finance;24
20699;3073;Business, Management and Accounting;2
20700;3073;Economics, Econometrics and Finance;17
20701;3073;Decision Sciences;1
20702;3073;Unspecified;2
20703;3073;Engineering;2
20704;3073;Chemistry;1
20705;3073;Social Sciences;2
20706;3074;Economics, Econometrics and Finance;45
20707;3074;Unspecified;7
20708;3074;Engineering;1
20709;3074;Arts and Humanities;1
20710;3074;Chemistry;1
20711;3074;Social Sciences;1
20712;3075;Business, Management and Accounting;41
20713;3075;Economics, Econometrics and Finance;94
20714;3075;Environmental Science;1
20715;3075;Unspecified;22
20716;3075;Engineering;1
20717;3075;Computer Science;1
20718;3075;Arts and Humanities;1
20719;3075;Chemistry;1
20720;3075;Earth and Planetary Sciences;1
20721;3075;Social Sciences;14
20722;3075;Psychology;1
20723;3076;Business, Management and Accounting;12
20724;3076;Economics, Econometrics and Finance;37
20725;3076;Unspecified;6
20726;3076;Computer Science;1
20727;3076;Mathematics;1
20728;3076;Social Sciences;1
20729;3077;Business, Management and Accounting;3
20730;3077;Chemistry;1
20731;3077;Economics, Econometrics and Finance;81
20732;3077;Unspecified;9
20733;3078;Business, Management and Accounting;8
20734;3078;Economics, Econometrics and Finance;23
20735;3078;Environmental Science;4
20736;3078;Energy;3
20737;3078;Unspecified;6
20738;3078;Engineering;3
20739;3078;Computer Science;1
20740;3078;Agricultural and Biological Sciences;1
20741;3078;Earth and Planetary Sciences;1
20742;3078;Social Sciences;2
20743;3078;Arts and Humanities;1
20744;3079;Economics, Econometrics and Finance;2
20745;3080;Business, Management and Accounting;9
20746;3080;Economics, Econometrics and Finance;36
20747;3080;Decision Sciences;2
20748;3080;Unspecified;6
20749;3080;Computer Science;1
20750;3080;Mathematics;1
20751;3080;Social Sciences;2
20752;3081;Business, Management and Accounting;1
20753;3081;Engineering;1
20754;3081;Social Sciences;1
20755;3081;Computer Science;1
20756;3081;Economics, Econometrics and Finance;16
20757;3082;Business, Management and Accounting;2
20758;3082;Physics and Astronomy;1
20759;3082;Economics, Econometrics and Finance;19
20760;3082;Philosophy;1
20761;3082;Unspecified;1
20762;3082;Medicine and Dentistry;1
20763;3082;Arts and Humanities;1
20764;3082;Agricultural and Biological Sciences;1
20765;3082;Chemistry;1
20766;3082;Social Sciences;9
20767;3083;Business, Management and Accounting;5
20768;3083;Economics, Econometrics and Finance;41
20769;3083;Environmental Science;21
20770;3083;Unspecified;9
20771;3083;Engineering;5
20772;3083;Medicine and Dentistry;1
20773;3083;Computer Science;2
20774;3083;Agricultural and Biological Sciences;4
20775;3083;Chemistry;1
20776;3083;Earth and Planetary Sciences;12
20777;3083;Social Sciences;25
20778;3083;Arts and Humanities;2
20779;3084;Business, Management and Accounting;3
20780;3084;Social Sciences;1
20781;3084;Unspecified;4
20782;3084;Economics, Econometrics and Finance;41
20783;3085;Economics, Econometrics and Finance;63
20784;3085;Environmental Science;1
20785;3085;Philosophy;1
20786;3085;Nursing and Health Professions;4
20787;3085;Medicine and Dentistry;6
20788;3085;Biochemistry, Genetics and Molecular Biology;2
20789;3085;Unspecified;25
20790;3085;Arts and Humanities;2
20791;3085;Agricultural and Biological Sciences;1
20792;3085;Social Sciences;19
20793;3085;Psychology;2
20794;3086;Economics, Econometrics and Finance;13
20795;3086;Environmental Science;4
20796;3086;Unspecified;5
20797;3086;Engineering;1
20798;3086;Medicine and Dentistry;1
20799;3086;Agricultural and Biological Sciences;1
20800;3086;Social Sciences;5
20801;3086;Psychology;1
20802;3087;Business, Management and Accounting;26
20803;3087;Psychology;1
20804;3087;Environmental Science;2
20805;3087;Energy;1
20806;3087;Philosophy;1
20807;3087;Unspecified;21
20808;3087;Engineering;1
20809;3087;Design;1
20810;3087;Computer Science;1
20811;3087;Chemistry;1
20812;3087;Social Sciences;12
20813;3087;Economics, Econometrics and Finance;76
20814;3088;Business, Management and Accounting;2
20815;3088;Economics, Econometrics and Finance;14
20816;3088;Unspecified;5
20817;3088;Medicine and Dentistry;2
20818;3088;Nursing and Health Professions;2
20819;3088;Social Sciences;4
20820;3089;Business, Management and Accounting;5
20821;3089;Economics, Econometrics and Finance;34
20822;3089;Unspecified;3
20823;3089;Engineering;1
20824;3089;Medicine and Dentistry;1
20825;3089;Mathematics;2
20826;3089;Agricultural and Biological Sciences;1
20827;3089;Chemistry;1
20828;3089;Social Sciences;5
20829;3090;Business, Management and Accounting;6
20830;3090;Economics, Econometrics and Finance;16
20832;3090;Unspecified;3
20833;3090;Computer Science;1
20834;3090;Mathematics;1
20835;3090;Chemistry;1
20836;3090;Social Sciences;2
20837;3090;Arts and Humanities;1
20838;3091;Business, Management and Accounting;6
20839;3091;Economics, Econometrics and Finance;54
20840;3091;Unspecified;7
20841;3091;Mathematics;1
20842;3091;Agricultural and Biological Sciences;1
20843;3091;Social Sciences;1
20844;3092;Business, Management and Accounting;3
20845;3092;Economics, Econometrics and Finance;89
20846;3092;Unspecified;7
20847;3092;Computer Science;1
20848;3092;Agricultural and Biological Sciences;1
20849;3092;Social Sciences;4
20850;3093;Business, Management and Accounting;22
20851;3093;Economics, Econometrics and Finance;29
20852;3093;Philosophy;1
20853;3093;Unspecified;10
20854;3093;Engineering;2
20855;3093;Medicine and Dentistry;5
20856;3093;Biochemistry, Genetics and Molecular Biology;1
20857;3093;Computer Science;2
20858;3093;Agricultural and Biological Sciences;1
20859;3093;Chemistry;1
20860;3093;Social Sciences;15
20861;3093;Psychology;11
20862;3094;Business, Management and Accounting;8
20863;3094;Psychology;3
20864;3094;Immunology and Microbiology;1
20865;3094;Computer Science;5
20866;3094;Unspecified;8
20867;3094;Pharmacology, Toxicology and Pharmaceutical Science;1
20868;3094;Engineering;2
20869;3094;Medicine and Dentistry;2
20870;3094;Arts and Humanities;1
20871;3094;Mathematics;1
20872;3094;Earth and Planetary Sciences;1
20873;3094;Social Sciences;22
20874;3094;Economics, Econometrics and Finance;31
20875;3095;Business, Management and Accounting;11
20876;3095;Psychology;1
20877;3095;Energy;1
20878;3095;Philosophy;1
20879;3095;Nursing and Health Professions;2
20880;3095;Unspecified;15
20881;3095;Engineering;1
20882;3095;Medicine and Dentistry;6
20883;3095;Computer Science;1
20884;3095;Mathematics;1
22317;3300;Unspecified;10
22318;3300;Engineering;1
22321;3300;Social Sciences;8
22322;3301;Business, Management and Accounting;3
22323;3301;Economics, Econometrics and Finance;16
22325;3301;Unspecified;2
22332;3302;Psychology;1
22333;3303;Business, Management and Accounting;4
22334;3303;Economics, Econometrics and Finance;125
22335;3303;Philosophy;1
22336;3303;Unspecified;15
22337;3303;Computer Science;4
22338;3303;Arts and Humanities;6
22339;3303;Social Sciences;59
22340;3303;Psychology;4
22341;3304;Business, Management and Accounting;5
22344;3304;Unspecified;12
22345;3304;Engineering;4
22355;3305;Environmental Science;5
22356;3305;Philosophy;4
22388;3308;Chemistry;1
22389;3308;Social Sciences;2
22390;3309;Economics, Econometrics and Finance;2
22391;3310;Business, Management and Accounting;3
22392;3310;Economics, Econometrics and Finance;41
22393;3310;Environmental Science;1
22394;3310;Philosophy;1
22395;3310;Unspecified;5
22396;3310;Engineering;1
22397;3310;Medicine and Dentistry;2
22398;3310;Design;1
22399;3310;Computer Science;2
22400;3310;Arts and Humanities;1
22401;3310;Social Sciences;5
22402;3310;Psychology;1
22403;3311;Business, Management and Accounting;5
22404;3311;Economics, Econometrics and Finance;43
22405;3311;Decision Sciences;1
22406;3311;Unspecified;16
22407;3311;Engineering;1
22410;3311;Social Sciences;14
22417;3312;Biochemistry, Genetics and Molecular Biology;1
22418;3312;Arts and Humanities;1
22420;3313;Business, Management and Accounting;1
22423;3313;Engineering;1
22424;3313;Computer Science;1
22426;3313;Social Sciences;6
22429;3314;Engineering;2
22430;3314;Economics, Econometrics and Finance;32
22431;3314;Unspecified;8
22432;3314;Arts and Humanities;1
22433;3315;Business, Management and Accounting;3
22434;3315;Economics, Econometrics and Finance;9
22435;3316;Business, Management and Accounting;79
22436;3316;Psychology;1
22438;3316;Engineering;4
22449;3318;Business, Management and Accounting;2
22450;3318;Energy;1
22452;3318;Unspecified;6
22453;3318;Economics, Econometrics and Finance;20
22454;3319;Business, Management and Accounting;17
22455;3319;Economics, Econometrics and Finance;54
22456;3319;Environmental Science;2
22457;3319;Decision Sciences;1
22458;3319;Unspecified;11
22459;3319;Engineering;3
22460;3319;Medicine and Dentistry;1
22461;3319;Arts and Humanities;1
22462;3319;Energy;1
22463;3319;Agricultural and Biological Sciences;1
22464;3319;Chemistry;1
22471;3320;Unspecified;2
22472;3320;Computer Science;6
22474;3320;Social Sciences;7
22475;3320;Psychology;2
22477;3321;Materials Science;2
22480;3321;Environmental Science;27
22481;3321;Energy;27
22482;3321;Nursing and Health Professions;1
22487;3321;Chemistry;3
22488;3321;Earth and Planetary Sciences;2
22491;3322;Linguistics;1
22498;3322;Unspecified;15
22500;3322;Design;2
22501;3322;Arts and Humanities;1
22502;3322;Agricultural and Biological Sciences;3
22506;3322;Economics, Econometrics and Finance;67
22507;3323;Business, Management and Accounting;9
22509;3323;Nursing and Health Professions;2
22510;3323;Psychology;37
22512;3323;Philosophy;1
22514;3323;Unspecified;52
22517;3323;Medicine and Dentistry;14
22520;3323;Neuroscience;5
22531;3325;Business, Management and Accounting;26
22532;3325;Physics and Astronomy;4
22533;3325;Psychology;1
22534;3325;Environmental Science;4
22535;3325;Energy;3
22536;3325;Philosophy;2
22537;3325;Computer Science;1
22539;3325;Engineering;6
22542;3325;Arts and Humanities;3
22543;3325;Mathematics;2
22545;3325;Earth and Planetary Sciences;7
22546;3325;Social Sciences;72
22548;3326;Business, Management and Accounting;5
22549;3326;Economics, Econometrics and Finance;33
22551;3326;Unspecified;5
22554;3326;Social Sciences;3
22558;3328;Business, Management and Accounting;4
22559;3328;Economics, Econometrics and Finance;70
22560;3328;Environmental Science;1
22561;3328;Unspecified;18
22562;3328;Computer Science;1
22563;3328;Mathematics;1
22564;3328;Agricultural and Biological Sciences;2
22565;3328;Social Sciences;8
22566;3328;Psychology;5
22567;3329;Business, Management and Accounting;7
22568;3329;Physics and Astronomy;1
22569;3329;Economics, Econometrics and Finance;83
22570;3329;Unspecified;11
22571;3329;Engineering;1
22577;3330;Economics, Econometrics and Finance;38
22579;3330;Computer Science;5
22580;3330;Earth and Planetary Sciences;1
22587;3331;Social Sciences;1
22588;3332;Business, Management and Accounting;3
22592;3332;Computer Science;2
22594;3333;Business, Management and Accounting;79
22596;3333;Nursing and Health Professions;1
22598;3333;Sports and Recreations;1
22599;3333;Decision Sciences;4
22600;3333;Environmental Science;2
22602;3333;Unspecified;24
22604;3333;Medicine and Dentistry;1
22605;3333;Design;2
22609;3333;Agricultural and Biological Sciences;10
22610;3333;Chemistry;1
22621;3335;Unspecified;31
22626;3335;Agricultural and Biological Sciences;3
22627;3335;Chemistry;1
22634;3336;Economics, Econometrics and Finance;18
22637;3337;Decision Sciences;1
22645;3339;Business, Management and Accounting;16
22653;3339;Biochemistry, Genetics and Molecular Biology;1
22654;3339;Engineering;3
22657;3339;Computer Science;5
22659;3339;Agricultural and Biological Sciences;4
22660;3339;Social Sciences;65
22667;3340;Philosophy;1
22668;3340;Nursing and Health Professions;2
22669;3340;Unspecified;21
22670;3340;Engineering;1
22671;3340;Medicine and Dentistry;2
22672;3340;Design;2
22683;3341;Unspecified;21
22690;3341;Social Sciences;15
22691;3341;Economics, Econometrics and Finance;80
22697;3342;Environmental Science;14
22698;3342;Decision Sciences;1
22699;3342;Philosophy;3
22700;3342;Computer Science;3
22706;3342;Agricultural and Biological Sciences;2
22707;3342;Earth and Planetary Sciences;4
22708;3342;Social Sciences;35
22716;3343;Agricultural and Biological Sciences;2
22723;3344;Economics, Econometrics and Finance;56
22731;3344;Earth and Planetary Sciences;2
22732;3344;Social Sciences;4
22742;3345;Neuroscience;1
22748;3346;Decision Sciences;1
22751;3346;Computer Science;1
22752;3346;Mathematics;1
22753;3346;Agricultural and Biological Sciences;1
22754;3346;Social Sciences;6
22759;3347;Psychology;1
22761;3347;Nursing and Health Professions;1
22762;3347;Unspecified;23
22763;3347;Engineering;3
22764;3347;Medicine and Dentistry;2
22767;3347;Agricultural and Biological Sciences;2
22768;3347;Earth and Planetary Sciences;1
22773;3348;Unspecified;8
22774;3348;Arts and Humanities;1
22778;3349;Business, Management and Accounting;1
22779;3349;Physics and Astronomy;1
22780;3349;Economics, Econometrics and Finance;19
22781;3349;Unspecified;7
22782;3349;Computer Science;1
22783;3349;Agricultural and Biological Sciences;1
22784;3349;Social Sciences;7
22785;3350;Business, Management and Accounting;8
22787;3350;Unspecified;10
22792;3350;Psychology;2
22793;3351;Business, Management and Accounting;19
22796;3351;Computer Science;2
22797;3351;Mathematics;1
22798;3351;Chemistry;1
22799;3351;Social Sciences;4
22800;3351;Arts and Humanities;1
22803;3352;Unspecified;15
22805;3352;Biochemistry, Genetics and Molecular Biology;1
22806;3352;Arts and Humanities;1
22807;3352;Mathematics;1
22808;3352;Social Sciences;5
22809;3353;Business, Management and Accounting;20
22810;3353;Unspecified;12
22811;3353;Social Sciences;1
22814;3354;Business, Management and Accounting;6
22819;3354;Medicine and Dentistry;1
22820;3354;Computer Science;2
22821;3354;Mathematics;1
22822;3354;Agricultural and Biological Sciences;1
22823;3354;Earth and Planetary Sciences;1
22824;3354;Social Sciences;7
22825;3355;Business, Management and Accounting;6
22826;3355;Economics, Econometrics and Finance;30
22827;3355;Unspecified;3
22828;3355;Computer Science;1
22829;3355;Chemistry;1
22831;3356;Business, Management and Accounting;9
22832;3356;Economics, Econometrics and Finance;84
22834;3356;Unspecified;8
22835;3356;Engineering;1
22839;3356;Social Sciences;7
22841;3357;Economics, Econometrics and Finance;32
22842;3357;Environmental Science;1
22846;3357;Agricultural and Biological Sciences;1
22847;3357;Chemistry;1
22856;3359;Social Sciences;10
22859;3360;Chemistry;1
22864;3361;Chemistry;1
22865;3361;Economics, Econometrics and Finance;15
22869;3362;Economics, Econometrics and Finance;27
22874;3363;Business, Management and Accounting;3
22888;3365;Philosophy;1
22890;3365;Unspecified;7
22893;3366;Economics, Econometrics and Finance;48
22905;3367;Environmental Science;1
22907;3367;Unspecified;4
22909;3367;Computer Science;1
22912;3367;Agricultural and Biological Sciences;1
22916;3368;Business, Management and Accounting;5
22923;3369;Business, Management and Accounting;3
22924;3369;Social Sciences;10
22929;3370;Economics, Econometrics and Finance;80
22931;3370;Energy;4
22938;3370;Social Sciences;22
22952;3373;Economics, Econometrics and Finance;29
22953;3374;Business, Management and Accounting;22
22954;3374;Economics, Econometrics and Finance;42
22957;3374;Nursing and Health Professions;1
22958;3374;Pharmacology, Toxicology and Pharmaceutical Science;1
22959;3374;Engineering;1
22960;3374;Medicine and Dentistry;1
22961;3374;Computer Science;2
22966;3375;Economics, Econometrics and Finance;31
22967;3375;Environmental Science;1
22968;3375;Philosophy;1
22976;3375;Psychology;1
22977;3376;Business, Management and Accounting;5
22978;3376;Economics, Econometrics and Finance;37
22986;3377;Unspecified;6
22987;3377;Engineering;3
22988;3377;Computer Science;5
22989;3377;Social Sciences;6
22991;3378;Business, Management and Accounting;3
22992;3378;Economics, Econometrics and Finance;39
22995;3378;Chemistry;1
23007;3380;Mathematics;2
23008;3380;Agricultural and Biological Sciences;1
23009;3380;Social Sciences;5
23013;3381;Environmental Science;1
23014;3381;Energy;1
23017;3381;Psychology;2
23019;3382;Unspecified;12
23022;3382;Psychology;1
23027;3383;Computer Science;4
23028;3383;Mathematics;1
23029;3383;Agricultural and Biological Sciences;4
23030;3383;Social Sciences;8
23034;3384;Unspecified;4
23035;3384;Economics, Econometrics and Finance;54
23036;3385;Business, Management and Accounting;3
23043;3386;Business, Management and Accounting;5
23049;3387;Economics, Econometrics and Finance;43
23051;3387;Engineering;1
23052;3387;Mathematics;1
23053;3387;Social Sciences;2
23059;3389;Agricultural and Biological Sciences;1
23060;3389;Chemistry;1
23066;3390;Unspecified;9
23068;3390;Chemistry;1
23069;3390;Social Sciences;1
23070;3391;Business, Management and Accounting;1
23072;3391;Social Sciences;1
23073;3391;Unspecified;3
23075;3392;Business, Management and Accounting;15
23098;3394;Arts and Humanities;1
23101;3395;Unspecified;4
23104;3395;Social Sciences;4
23105;3396;Business, Management and Accounting;7
23106;3396;Economics, Econometrics and Finance;26
23119;3398;Agricultural and Biological Sciences;1
23120;3398;Social Sciences;2
23121;3398;Psychology;1
23122;3399;Business, Management and Accounting;5
23146;3403;Computer Science;1
23151;3403;Economics, Econometrics and Finance;104
23152;3404;Social Sciences;1
23156;3405;Unspecified;5
23157;3405;Arts and Humanities;1
23162;3406;Psychology;1
23163;3406;Unspecified;2
23164;3406;Economics, Econometrics and Finance;12
23165;3407;Business, Management and Accounting;6
23168;3407;Unspecified;1
23169;3408;Social Sciences;2
23172;3409;Business, Management and Accounting;23
23176;3409;Medicine and Dentistry;1
